Serial,hours_per_day,tot_wellbeing,sex,minority,deprived
1116212,2,55,male,1,1
1116214,4,58,male,0,1
1116216,3.5,65,male,1,1
1116217,4,54,male,0,1
1116219,5,52,male,0,1
1116222,6,59,male,0,1
1116223,6,54,male,0,1
1116226,2,68,male,0,1
1116227,2.5,43,male,0,1
1116230,7,61,male,0,1
1116231,2,47,male,0,1
1116234,7,49,male,0,1
1116237,2.5,50,male,0,1
1116238,4,43,male,0,1
1116239,2.5,59,male,0,1
1116240,4,51,male,0,1
1116241,1.5,43,male,0,1
1116242,7,48,male,0,1
1116248,7,57,male,0,1
1116249,4,52,male,0,1
1116250,4,43,male,0,1
1116251,2,52,male,0,1
1116252,4,53,male,1,1
1116253,3,57,male,0,1
1116254,2,55,male,0,1
1116257,7,47,male,0,1
1116258,5,52,male,0,1
1116262,7,51,male,0,1
1116263,4,59,male,0,1
1116266,7,55,male,0,1
1116267,7,54,male,0,1
1116269,1.25,45,male,0,1
1116273,2.5,43,male,0,1
1116275,7,58,male,0,1
1116277,2.5,56,male,0,1
1116279,3,69,male,0,1
1116280,3.5,48,male,0,1
1116281,4.5,41,male,0,1
1116283,4.5,48,male,0,1
1116285,7,57,male,0,1
1116286,1.5,52,male,0,1
1116288,3.5,56,male,0,1
1116293,4.5,57,male,0,1
1116296,2,68,male,0,1
1116297,1.5,63,male,0,1
1116300,2,52,female,1,0
1116303,7,25,female,0,0
1116304,7,30,female,1,0
1116305,5,47,female,0,0
1116306,2.5,37,female,0,0
1116307,1.5,46,female,0,0
1116308,3,38,female,0,0
1116309,7,46,female,0,0
1116310,7,58,female,0,0
1116311,7,45,female,0,0
1116312,7,45,female,0,0
1116313,1.25,38,female,0,0
1116314,1.5,52,female,0,0
1116318,4,35,female,1,0
1116320,6.5,44,female,1,0
1116322,2.5,42,female,1,0
1116324,4.5,53,female,1,0
1116325,2.5,58,female,1,0
1116327,7,39,female,1,0
1116328,5.5,48,female,1,0
1116330,2.5,49,female,1,0
1116331,6,57,female,1,0
1116332,2.5,42,female,0,0
1116333,3,35,female,1,0
1116335,5.5,50,female,1,0
1116336,4.5,32,female,1,0
1116337,2,42,female,1,0
1116339,2,45,female,1,0
1116341,2.5,41,female,1,0
1116343,2.5,42,female,1,0
1116344,3,27,female,1,0
1116347,2.5,50,male,1,0
1116348,4,42,male,1,0
1116351,1.5,65,male,1,0
1116352,7,58,male,0,0
1116353,3,35,male,1,0
1116354,2,42,male,1,0
1116356,1.25,52,male,1,0
1116357,2.5,49,male,1,0
1116358,2,65,male,0,0
1116361,3,61,male,1,0
1116362,1.5,57,female,0,0
1116363,5.5,45,female,0,0
1116364,2,43,female,0,0
1116365,2,55,female,0,0
1116366,3.5,45,female,0,0
1116367,1.5,43,female,0,0
1116368,5.5,49,female,0,0
1116370,3,28,female,1,0
1116371,2,42,female,0,0
1116373,2,44,female,0,0
1116374,2.5,47,female,0,0
1116375,7,29,female,0,0
1116376,4.5,28,female,0,0
1116377,7,24,female,0,0
1116379,1.5,44,female,0,0
1116380,6.5,42,female,0,0
1116381,7,43,female,0,0
1116382,7,46,female,0,0
1116383,6,52,female,0,0
1116384,4,42,female,0,0
1116385,3.5,53,female,0,0
1116386,3,45,female,0,0
1116387,5.5,49,female,0,0
1116388,2.5,34,female,0,0
1116389,7,47,female,0,0
1116392,3.5,35,female,0,0
1116393,5.5,39,female,0,0
1116394,3,34,female,0,0
1116397,2.25,46,female,0,0
1116400,2,52,female,0,0
1116401,2.5,48,female,0,0
1116402,1.5,44,female,0,0
1116403,5,18,female,0,0
1116405,4,53,female,0,0
1116406,7,22,female,0,0
1116407,3.5,37,female,0,0
1116408,7,56,female,0,0
1116409,4.5,36,female,0,0
1116411,2.5,42,female,0,0
1116412,2,58,female,0,0
1116413,5.5,41,female,0,0
1116415,7,48,female,0,0
1116417,4,56,female,0,0
1116418,7,23,female,0,0
1116419,6.5,56,female,0,0
1116421,4.5,47,female,0,0
1116422,6,44,female,0,0
1116423,1.5,56,female,0,0
1116424,1.25,59,female,0,0
1116425,2,51,female,0,0
1116427,5.5,35,female,0,0
1116428,4.5,54,female,0,0
1116429,7,52,female,0,0
1116430,5,55,female,0,0
1116431,7,41,female,0,0
1116432,3.5,67,female,0,0
1116434,6,32,female,0,0
1116435,5.5,52,female,0,0
1116438,2.5,49,female,0,0
1116440,1.5,60,female,0,0
1116441,2.5,34,female,0,0
1116443,7,25,female,0,0
1116445,4,29,female,0,0
1116446,7,52,female,0,0
1116447,3,48,female,0,0
1116448,7,27,female,0,0
1116449,1.5,37,female,0,0
1116450,6.5,54,female,0,0
1116451,4.5,45,female,0,0
1116453,2.5,63,female,0,0
1116455,4.5,29,female,0,0
1116460,1.5,43,female,0,0
1116467,4,33,female,0,0
1116469,1.5,43,female,0,0
1116470,6,27,female,0,0
1116472,7,39,female,0,0
1116474,6.5,49,female,0,0
1116476,3.5,65,female,0,0
1116477,4.5,47,female,0,0
1116478,2,35,female,0,0
1116479,7,49,female,0,0
1116480,5.5,55,female,0,0
1116481,7,58,female,0,0
1116482,4,46,female,0,0
1116485,7,53,female,0,0
1116486,4.5,47,female,0,0
1116487,6,37,female,0,0
1116488,5.5,40,female,0,0
1116489,7,42,female,0,0
1116490,5,57,female,0,0
1116491,5,36,female,0,0
1116492,6.5,42,female,0,0
1116493,7,39,female,0,0
1116494,7,39,female,0,0
1116498,2.5,39,female,0,0
1116499,5,58,female,0,0
1116500,1.5,54,female,0,0
1116504,3.5,41,female,0,0
1116505,4,43,female,0,0
1116507,6,48,female,0,0
1116510,6,49,female,0,0
1116513,1.5,55,female,0,0
1116514,7,38,female,0,0
1116515,4,28,female,0,0
1116518,3.5,53,female,0,0
1116520,4.5,48,female,0,0
1116521,2.5,39,female,0,0
1116522,7,35,female,0,0
1116523,3.5,62,female,0,0
1116524,3,38,female,0,0
1116525,4.5,29,female,0,0
1116526,1.5,55,female,0,0
1116528,4,34,female,0,0
1116530,7,30,female,0,0
1116531,1.5,60,female,1,0
1116532,5,56,female,0,0
1116535,5.5,42,female,0,0
1116536,1.5,45,female,0,0
1116537,2,21,female,0,0
1116538,5,46,female,0,0
1116540,4,55,female,0,0
1116541,5.5,59,female,0,0
1116542,1.5,45,female,0,0
1116543,7,33,female,0,0
1116545,6,38,female,0,0
1116548,7,40,female,0,0
1116549,6,28,female,0,0
1116551,3,32,female,0,0
1116552,2.25,51,female,0,0
1116553,2.5,57,female,0,0
1116554,7,55,female,0,0
1116555,5.5,39,female,0,0
1116557,2.5,38,female,0,0
1116558,1.5,40,female,0,0
1116559,5,50,female,0,0
1116560,2.5,52,female,0,0
1116561,7,45,female,1,0
1116562,6.5,38,female,0,0
1116564,3.5,47,female,0,0
1116565,5.5,46,female,0,0
1116566,3.5,49,female,0,0
1116568,4.5,37,female,0,0
1116569,3.5,52,female,0,0
1116570,6.5,36,female,0,0
1116572,3.5,49,female,0,0
1116573,7,49,female,0,0
1116574,3.75,45,female,1,0
1116575,4.5,58,female,0,0
1116576,4.5,48,female,0,0
1116577,7,53,female,0,0
1116579,5.5,49,female,0,0
1116580,2.5,54,female,0,0
1116581,2.5,47,female,0,0
1116582,3,48,male,0,0
1116586,1.5,45,female,0,0
1116588,4.5,38,female,0,0
1116589,7,39,female,0,0
1116590,3.5,58,female,0,0
1116592,2,34,female,0,0
1116593,3,39,female,0,0
1116594,3.5,48,female,0,0
1116595,4,47,female,0,0
1116596,2.5,41,female,0,0
1116597,4,36,female,0,0
1116598,7,50,female,0,0
1116600,2,39,female,0,0
1116601,5,70,female,0,0
1116602,3.5,56,female,0,0
1116604,5,34,female,0,0
1116605,6.5,39,female,0,0
1116606,6.5,55,female,0,0
1116607,3,35,female,0,0
1116610,6,38,female,0,0
1116611,7,36,female,0,0
1116613,4.5,44,female,0,0
1116614,1.75,40,female,0,0
1116616,2,65,female,0,0
1116617,4.5,45,female,0,0
1116618,5.5,39,female,0,0
1116619,4,51,female,0,0
1116620,6,46,female,0,0
1116621,2.5,40,female,0,0
1116622,3.5,51,female,0,0
1116623,7,26,female,0,0
1116624,2.5,36,female,0,0
1116625,1.5,49,female,0,0
1116627,6.5,59,female,0,0
1116629,3,55,female,0,0
1116631,6,41,female,0,0
1116633,3,45,female,0,0
1116634,4,51,female,0,0
1116636,2,44,female,0,0
1116638,3.5,45,female,0,0
1116639,3.5,49,female,0,0
1116640,6,47,female,0,0
1116642,3,34,female,0,0
1116646,4,44,female,0,0
1116647,3,45,female,0,0
1116648,2,43,female,0,0
1116649,2.5,42,female,0,0
1116651,2,62,female,0,0
1116652,6,40,female,0,0
1116654,7,44,female,0,0
1116655,4,42,female,0,0
1116661,4.5,44,female,0,0
1116663,2.5,60,female,0,0
1116666,2,58,female,0,0
1116668,2,53,female,0,0
1116669,3,52,female,0,0
1116670,5,41,female,0,0
1116671,1.5,47,female,0,0
1116673,5,49,female,0,0
1116674,2,23,female,0,0
1116675,1.5,51,female,0,0
1116677,5.5,40,female,0,0
1116678,3.5,45,female,0,0
1116679,7,35,female,0,0
1116682,7,56,female,0,0
1116683,6.5,49,female,0,0
1116684,2,24,female,0,0
1116685,1.5,56,female,0,0
1116686,4.5,57,female,0,0
1116687,1.5,46,female,0,0
1116692,1.5,48,female,0,0
1116693,2,26,female,0,0
1116694,3.5,40,female,0,0
1116695,5,56,female,0,0
1116696,3,44,female,0,0
1116697,6.5,67,female,0,0
1116698,6,47,female,0,0
1116699,2.5,50,female,0,0
1116700,4.5,48,female,0,0
1116701,6.5,42,female,0,0
1116702,4.5,52,female,0,0
1116703,2.5,47,female,0,0
1116706,1.5,40,female,0,0
1116708,2.5,49,female,0,0
1116709,2.5,28,female,0,0
1116710,5.5,41,female,0,0
1116711,3.5,29,female,0,0
1116712,3.5,51,female,0,0
1116713,4,37,female,0,0
1116714,7,40,female,0,0
1116715,3,39,female,0,0
1116716,3,53,female,0,0
1116717,4,48,female,0,0
1116718,4,53,female,0,0
1116719,7,39,female,0,0
1116721,2.5,47,female,0,0
1116722,4.5,45,female,0,0
1116723,7,39,female,0,0
1116724,5,45,female,0,0
1116726,3.5,53,male,1,0
1116728,1.5,56,male,1,0
1116730,1.5,53,male,1,0
1116731,2.5,41,male,1,0
1116733,2,48,male,1,0
1116739,4,55,male,1,0
1116741,5,27,male,1,0
1116742,4.5,52,male,1,0
1116744,2.5,40,male,1,0
1116745,2,59,male,1,0
1116748,5.5,52,male,1,0
1116749,2,49,male,1,0
1116752,1.5,48,male,1,0
1116753,2.5,54,male,1,0
1116754,4,37,male,1,0
1116755,1.25,63,male,1,0
1116756,1.25,48,male,1,0
1116757,2,54,male,1,0
1116759,3,52,male,1,0
1116762,2.5,42,male,1,0
1116766,7,47,male,1,0
1116768,5.5,55,male,1,0
1116769,3,47,male,1,0
1116770,4.5,46,male,1,0
1116773,2,46,male,1,0
1116775,3,60,male,1,0
1116776,7,51,male,1,0
1116778,6.5,53,male,1,0
1116780,1.5,53,male,1,0
1116783,2.5,42,female,1,0
1116786,7,48,male,1,0
1116787,6,41,male,1,0
1116788,1.5,56,male,0,0
1116792,3.5,49,female,1,1
1116793,2.5,40,female,1,1
1116794,6,37,female,1,1
1116796,4.5,48,female,1,1
1116797,3,39,female,1,1
1116798,1.25,38,male,0,0
1116800,3.5,52,male,0,0
1116801,1.5,58,male,0,0
1116802,2.5,33,male,0,0
1116806,2.5,47,male,0,0
1116807,6,45,male,1,0
1116808,3,33,male,0,0
1116812,6,53,male,1,0
1116813,2.5,44,male,0,0
1116814,2,59,male,0,1
1116815,2,51,male,1,1
1116817,4.5,52,male,0,1
1116818,7,58,male,0,1
1116820,2.5,48,male,0,1
1116822,4.5,41,male,0,1
1116823,4.5,56,male,0,1
1116824,7,26,male,0,1
1116825,7,56,male,1,1
1116827,3.5,41,male,0,0
1116832,1.5,57,male,0,0
1116834,6,56,male,0,0
1116836,3.5,44,male,0,0
1116837,6,45,male,0,0
1116839,1.25,35,male,0,0
1116840,7,24,male,0,0
1116841,1.5,56,male,0,0
1116845,3,49,male,0,0
1116848,1.5,43,male,0,0
1116851,3,44,male,0,0
1116852,7,41,male,0,0
1116854,2,47,male,0,0
1116857,2,45,male,0,0
1116858,5,58,male,0,0
1116860,5,54,male,0,0
1116862,4.5,59,male,0,0
1116865,2,52,male,0,0
1116866,4.5,57,male,0,0
1116867,7,52,male,0,0
1116868,6.5,36,male,0,0
1116871,1.25,43,male,0,0
1116872,4.5,30,male,0,0
1116873,3.5,43,male,0,0
1116874,3,70,male,0,0
1116875,6,61,male,0,0
1116876,3,50,male,0,0
1116879,2.5,37,male,0,0
1116880,1.5,60,male,0,0
1116883,1.5,43,male,0,0
1116884,3,59,male,0,0
1116885,6.5,51,male,0,0
1116886,5,39,male,0,0
1116887,3.5,51,male,0,0
1116891,1.5,45,male,0,0
1116894,2,57,male,0,0
1116895,1.5,48,male,0,0
1116897,5,54,male,0,0
1116898,1.5,54,male,0,0
1116899,2,48,male,0,0
1116900,4,54,male,0,0
1116901,7,60,male,0,0
1116902,6,50,male,0,0
1116904,7,47,male,0,0
1116906,5.5,46,male,0,0
1116908,7,58,male,0,0
1116910,7,50,male,0,0
1116911,7,48,male,0,0
1116912,7,44,male,0,0
1116913,4,56,male,0,0
1116914,4,50,male,0,0
1116915,4,53,male,0,0
1116917,3,61,male,0,0
1116918,4,52,male,0,0
1116920,2.5,53,male,0,0
1116923,7,48,male,1,0
1116925,2,57,male,0,0
1116926,2,51,male,0,0
1116928,7,62,male,0,0
1116929,1.5,48,male,0,0
1116930,7,37,male,0,0
1116931,2.5,41,male,0,0
1116933,3,48,male,0,0
1116934,2.5,46,male,0,0
1116936,3.5,48,male,0,0
1116937,4,38,male,0,0
1116940,2,63,male,0,0
1116941,5,53,male,0,0
1116943,4,60,male,0,0
1116945,6,37,male,0,0
1116948,3,50,male,0,0
1116951,3,54,male,0,0
1116953,6,65,male,0,0
1116955,2,42,male,0,0
1116957,2,48,male,0,0
1116958,3.5,52,female,0,0
1116959,1.5,41,male,0,0
1116964,2,55,male,0,0
1116965,2,49,male,0,0
1116966,5,54,male,0,0
1116970,4,60,male,0,0
1116971,3.5,63,male,0,0
1116972,3,38,male,0,0
1116973,2,49,male,0,0
1116975,1.5,54,male,0,0
1116976,6,47,male,0,0
1116978,7,42,male,0,0
1116979,2.5,43,male,0,0
1116980,2.5,49,male,0,0
1116982,5,56,male,0,0
1116989,1.5,39,male,0,0
1116991,1.5,38,male,0,0
1116993,2.5,49,male,0,0
1116994,4.5,59,male,0,0
1116995,2,62,male,0,0
1116996,4,35,male,0,0
1116997,2.5,59,male,0,0
1117003,4,54,male,0,0
1117004,3,44,male,0,0
1117007,3.5,58,male,0,0
1117008,2,41,male,0,0
1117012,5.5,60,male,0,0
1117015,5.5,55,male,0,0
1117016,5.5,47,male,0,0
1117017,3,51,male,0,0
1117019,7,40,male,0,0
1117020,6.5,54,male,0,0
1117021,1.5,51,male,0,0
1117022,3,48,male,0,0
1117023,2.5,70,male,0,0
1117024,7,62,male,0,0
1117025,1.5,45,male,0,0
1117031,2.5,48,male,0,0
1117032,2,50,male,0,0
1117037,2.5,40,male,0,0
1117038,3,40,male,0,0
1117039,2.5,59,male,0,0
1117043,2.5,53,male,0,0
1117046,2,52,male,0,0
1117048,1.5,46,male,0,0
1117049,3,64,male,0,0
1117051,2,55,male,0,0
1117052,2,47,male,0,0
1117053,1.25,41,male,0,0
1117060,4,58,male,0,0
1117061,4,51,male,0,0
1117062,4,50,male,0,0
1117063,7,42,male,0,0
1117064,5,57,male,0,0
1117065,2,42,male,0,0
1117066,4,55,male,0,0
1117067,5,50,male,0,0
1117068,7,54,male,0,0
1117069,4,44,male,0,0
1117070,6,64,male,0,0
1117071,2,55,male,0,0
1117072,4.5,47,male,0,0
1117074,2,57,male,0,0
1117076,1.5,48,male,0,0
1117081,2,47,male,0,0
1117082,4.5,41,male,0,0
1117084,7,62,male,0,0
1117087,7,43,male,0,0
1117092,1.75,45,male,0,0
1117093,7,54,female,0,0
1117099,4,50,male,0,0
1117102,1.5,56,male,0,0
1117110,2.5,60,male,0,0
1117112,2,56,male,0,0
1117113,5,47,male,0,0
1117114,4,53,male,0,0
1117116,3.5,60,male,0,0
1117117,1.25,51,male,0,0
1117118,2,52,male,0,0
1117121,7,57,male,0,0
1117124,4,51,male,0,0
1117125,5,48,male,0,0
1117126,1.5,43,male,0,0
1117127,3,41,male,0,0
1117129,2,46,male,0,0
1117135,3,42,male,0,0
1117138,4,49,male,0,0
1117139,3,53,male,0,0
1117142,4,59,male,0,0
1117148,7,52,male,0,0
1117149,1.5,50,male,0,0
1117150,4,55,male,0,0
1117152,7,46,male,0,0
1117156,1.5,57,male,0,0
1117157,4,40,male,0,0
1117158,6,53,male,0,0
1117159,2.5,46,male,0,0
1117162,4,49,male,0,0
1117163,2.5,67,male,0,0
1117165,4,59,male,0,0
1117170,4,38,male,0,0
1117173,2,43,male,0,0
1117174,7,41,male,0,0
1117175,2,47,male,0,0
1117177,2,47,male,0,0
1117178,7,56,male,0,0
1117180,2,50,male,0,0
1117181,2,51,male,0,0
1117185,3,43,male,0,0
1117187,1.5,53,male,0,0
1117189,1.25,58,male,0,0
1117190,1.5,44,male,0,0
1117193,4,54,male,0,0
1117195,6,44,male,0,0
1117198,2.5,47,male,0,0
1117199,4.5,24,male,0,0
1117204,1.25,47,male,0,0
1117206,2.5,54,male,0,0
1117208,5.5,54,male,0,0
1117214,4,58,male,0,0
1117215,3,56,male,0,0
1117216,3,60,male,0,0
1117218,2,58,male,0,0
1117219,7,47,male,0,0
1117220,1.25,69,male,0,0
1117221,5,47,male,0,0
1117223,1.5,34,male,0,0
1117227,3,50,male,0,0
1117229,3,39,male,0,0
1117230,1.25,68,male,0,0
1117231,1.5,52,male,0,0
1117232,7,42,male,0,0
1117234,7,45,male,0,0
1117235,2.5,48,male,0,0
1117236,4.5,54,male,0,0
1117238,1.5,65,male,0,0
1117239,7,42,male,0,0
1117242,6.5,60,male,0,0
1117243,2.5,50,male,0,0
1117246,2,48,male,0,0
1117247,6,35,male,0,0
1117248,3.5,51,male,0,0
1117249,2.5,34,male,0,0
1117250,3,62,male,0,0
1117251,3,39,male,0,0
1117255,1.5,60,male,0,0
1117259,5.5,49,male,0,0
1117260,5,50,male,0,0
1117263,2,57,male,0,0
1117264,1.5,50,male,0,0
1117265,2.5,55,male,0,0
1117267,1.5,47,male,0,0
1117270,2,49,male,0,0
1117273,3,58,male,0,0
1117275,3,55,male,0,0
1117278,1.5,62,male,0,0
1117279,7,63,male,0,0
1117283,7,34,male,0,0
1117285,2,50,male,0,0
1117286,3,51,male,0,0
1117290,3,52,male,0,0
1117296,2,44,male,0,0
1117298,1.25,45,male,0,0
1117300,3,49,male,0,0
1117302,5.5,51,male,0,0
1117306,5.5,47,male,0,0
1117309,7,55,male,0,0
1117310,3.5,37,male,0,0
1117311,2,48,male,0,0
1117312,4,55,male,0,0
1117314,2.25,37,male,0,0
1117317,2.5,27,male,0,0
1117318,2.5,41,male,0,0
1117320,3,60,male,0,0
1117321,1.25,57,male,0,0
1117323,1.5,37,male,0,0
1117326,1.5,51,male,0,0
1117327,2,40,male,0,0
1117328,2.5,57,male,0,0
1117329,3,49,male,0,0
1117330,1.5,49,male,0,0
1117331,5,50,male,0,0
1117332,2,60,male,0,0
1117333,3.5,48,male,0,0
1117335,5.5,61,male,0,0
1117336,2,49,male,0,0
1117337,4,58,male,0,0
1117339,7,64,male,0,0
1117341,1.25,53,male,0,0
1117342,7,67,male,0,0
1117345,4,42,male,0,0
1117346,1.5,56,male,0,0
1117347,3.5,62,male,0,0
1117348,1.5,51,male,0,0
1117351,3.5,52,male,0,0
1117352,3.5,57,male,1,0
1117355,2.5,58,male,0,0
1117356,4,38,male,0,0
1117360,2.5,50,male,0,0
1117361,7,54,male,0,0
1117362,1.5,42,male,0,0
1117363,5.5,32,male,0,0
1117365,2,50,male,0,0
1117366,5.5,53,male,0,0
1117368,3,63,male,0,0
1117369,1.5,48,male,0,0
1117371,3.5,45,male,0,0
1117372,1.25,50,male,0,0
1117373,1.25,58,male,0,0
1117374,1.5,58,male,1,0
1117376,5,35,male,0,0
1117383,1.5,53,male,0,0
1117384,7,36,male,0,0
1117385,7,38,male,0,0
1117386,7,66,female,0,0
1117389,3,40,male,0,0
1117391,6,44,male,0,0
1117394,4,53,male,0,0
1117395,2,44,male,0,0
1117397,7,61,male,0,0
1117398,1.25,31,male,0,0
1117399,7,33,male,0,0
1117400,5,56,male,0,0
1117401,5.5,64,male,0,0
1117402,3.5,52,male,0,0
1117403,3,49,male,1,0
1117404,5.5,52,male,0,0
1117406,1.5,49,male,0,0
1117408,1.5,54,male,0,0
1117410,3,47,male,0,0
1117411,2,50,male,0,0
1117412,3,50,male,0,0
1117413,3,61,male,0,0
1117414,1.25,50,male,0,0
1117416,5,58,male,0,0
1117424,1.5,50,male,0,0
1117425,3,54,male,0,0
1117426,2.5,42,male,0,0
1117427,4,50,male,0,0
1117429,2,56,male,0,0
1117431,6,24,male,0,0
1117434,6,57,male,0,0
1117435,4,52,male,0,0
1117436,4.5,39,male,0,0
1117438,3,48,male,0,0
1117439,7,65,male,0,0
1117442,2,42,male,0,0
1117445,1.5,53,male,0,0
1117446,2.5,51,male,0,0
1117448,1.5,37,male,0,0
1117449,1.5,52,male,0,0
1117450,2,44,male,0,0
1117452,2,43,male,0,0
1117455,3.5,33,male,0,0
1117457,2,52,male,0,0
1117459,3,65,male,0,0
1117461,3,37,male,0,0
1117463,3.5,56,male,0,0
1117466,4,46,male,0,0
1117467,3,56,male,0,0
1117468,1.5,52,male,0,0
1117469,5,53,male,0,0
1117470,4,43,male,0,0
1117472,5,58,male,0,0
1117477,7,48,male,0,0
1117481,2.5,55,male,0,0
1117482,6,62,male,0,0
1117486,2.5,44,male,0,0
1117488,4,44,male,0,0
1117489,4,58,male,0,0
1117490,3,53,male,0,0
1117493,7,65,male,0,0
1117494,1.5,63,male,0,0
1117495,3.25,55,male,0,0
1117496,4.5,50,male,0,0
1117497,4,65,male,0,0
1117500,4.5,56,male,0,0
1117501,2,60,male,0,0
1117502,4.5,60,male,0,0
1117503,4,49,male,0,0
1117504,4,51,male,0,0
1117506,2.5,44,male,0,0
1117511,1.5,51,male,0,0
1117512,1.5,44,male,0,0
1117513,7,57,male,0,0
1117515,7,53,male,0,0
1117517,5,45,male,1,0
1117519,3,44,male,0,0
1117520,7,38,male,0,0
1117523,5.5,39,male,0,0
1117524,3.5,51,male,0,0
1117526,5.5,37,male,0,0
1117527,2.5,59,male,0,0
1117528,4,54,male,0,0
1117530,6,47,male,0,0
1117531,1.5,57,male,0,0
1117534,4,50,male,0,1
1117537,6,46,male,0,1
1117538,7,51,male,0,1
1117541,1.5,52,male,0,1
1117544,7,45,male,0,1
1117547,2,41,male,0,1
1117549,5.5,50,male,0,1
1117550,5.5,47,male,0,1
1117552,7,40,male,0,1
1117554,1.5,47,male,1,0
1117557,1.5,61,male,1,0
1117558,4,52,male,1,0
1117559,3.5,54,male,1,0
1117564,7,55,male,1,0
1117566,1.25,55,male,1,0
1117569,3,41,male,1,0
1117570,2,65,male,1,0
1117577,3,64,male,1,0
1117579,6.5,63,male,1,0
1117581,2,53,male,1,0
1117584,5.5,28,female,1,1
1117585,2,50,female,1,1
1117587,2,55,female,1,1
1117588,6,24,female,1,1
1117589,7,35,female,1,1
1117591,6,41,female,1,1
1117593,5.5,33,female,1,1
1117594,4,50,female,1,1
1117595,7,47,female,1,1
1117596,7,19,female,1,1
1117597,4,47,female,1,1
1117598,1.5,63,female,1,1
1117599,7,46,female,1,1
1117604,7,42,female,0,1
1117605,2,56,female,1,1
1117607,6.5,36,female,1,1
1117608,5,50,female,1,1
1117611,6,39,female,1,1
1117612,4.5,33,female,1,1
1117614,4.5,58,female,1,1
1117616,1.5,53,female,1,1
1117617,6,46,female,1,1
1117618,3,52,female,1,1
1117621,1.5,61,female,1,1
1117622,6,36,female,1,1
1117623,7,45,female,1,1
1117625,6,44,female,1,1
1117626,5,62,female,1,1
1117627,7,33,female,1,1
1117628,1.25,59,female,1,1
1117633,3.5,55,female,1,1
1117635,6,49,female,1,1
1117637,1.5,47,female,1,1
1117638,5,46,female,1,1
1117641,3.5,50,female,1,1
1117643,1.5,43,female,1,1
1117645,4,50,female,1,1
1117647,6.5,51,female,1,1
1117648,2,44,female,1,1
1117649,3.5,58,female,1,1
1117650,5,51,female,1,1
1117651,4.5,43,female,1,1
1117652,7,47,female,1,1
1117653,2.5,38,female,1,1
1117654,2.5,57,female,1,1
1117656,6,51,female,1,1
1117657,6,57,female,1,1
1117658,3,43,female,1,1
1117659,3,55,female,1,1
1117661,4.5,38,female,1,1
1117662,6,48,female,1,1
1117665,4,37,female,1,1
1117666,3,46,female,1,1
1117667,3.5,45,female,1,1
1117669,7,46,female,1,1
1117671,4,36,female,1,1
1117672,5.5,47,female,1,1
1117673,2,51,female,1,1
1117675,2.5,45,female,1,1
1117676,2,50,female,1,1
1117677,7,56,female,1,1
1117679,4.5,32,female,1,1
1117682,2,54,female,1,1
1117683,2.5,41,female,1,1
1117684,2,33,female,1,1
1117685,6,23,female,1,1
1117686,6,44,female,1,1
1117687,6,44,female,1,1
1117689,7,41,female,1,1
1117690,3,48,female,1,1
1117693,3.5,49,female,1,1
1117695,2,37,female,1,1
1117697,7,49,female,1,1
1117698,7,49,female,1,1
1117701,1.5,43,female,1,1
1117702,7,42,female,1,1
1117704,4,47,female,1,1
1117706,2.5,37,female,1,1
1117707,5.5,50,female,1,1
1117710,5.5,59,female,1,1
1117713,5.5,48,female,1,1
1117715,2,40,female,1,1
1117720,7,51,female,1,1
1117722,3,55,female,1,1
1117723,6,34,female,1,1
1117727,2.5,38,female,0,1
1117728,6,43,female,0,1
1117729,5.5,36,female,0,1
1117730,4.5,56,female,0,1
1117731,5,47,female,0,1
1117732,7,61,female,0,1
1117733,1.5,53,female,0,1
1117734,3,42,female,0,1
1117736,4.5,40,female,0,1
1117739,7,55,female,0,1
1117740,6,28,female,1,1
1117741,7,51,female,0,1
1117743,7,54,female,0,1
1117744,2,40,female,0,1
1117745,7,32,female,0,1
1117747,7,31,female,0,1
1117750,4,60,female,0,1
1117751,5,50,female,0,1
1117752,3.5,53,female,1,1
1117754,6,39,female,0,1
1117755,4,47,female,0,1
1117757,6.5,53,female,0,1
1117758,5.5,46,female,0,1
1117759,1.5,68,female,0,1
1117762,1.5,46,female,0,1
1117763,5.5,32,female,0,1
1117765,6,41,female,0,1
1117766,2.5,58,female,0,1
1117767,7,33,female,0,1
1117768,5,50,female,0,1
1117769,2,31,female,0,1
1117770,5,32,female,0,1
1117771,5,36,female,0,1
1117772,3,50,female,0,0
1117773,7,46,female,0,0
1117776,7,52,female,1,0
1117778,5,37,female,0,0
1117779,6.5,43,female,0,0
1117780,3,46,female,0,0
1117781,2.5,54,female,0,0
1117782,5.5,51,female,0,0
1117784,7,31,female,0,0
1117785,3,61,female,0,0
1117786,3,37,female,0,0
1117787,1.5,54,female,1,0
1117788,1.5,43,female,0,0
1117789,6.5,57,female,0,0
1117790,5,33,female,0,0
1117791,7,41,female,0,0
1117792,5.5,41,female,0,0
1117793,1.25,57,male,0,1
1117795,1.5,42,male,0,1
1117796,2.5,47,male,0,1
1117797,5.5,43,male,1,1
1117799,3.5,40,male,0,1
1117802,4,46,male,0,1
1117804,4,48,male,0,1
1117807,2.5,46,female,0,1
1117808,6.5,40,male,0,1
1117810,3,34,male,0,1
1117813,2,45,male,0,1
1117816,2.5,43,female,1,0
1117817,2,64,female,0,0
1117819,7,38,female,0,0
1117821,2.5,28,female,1,0
1117823,7,41,female,0,0
1117824,7,37,female,0,0
1117826,2.5,52,female,0,0
1117827,5,35,female,0,0
