trialorder,RT,accuracy,itemname,subjectid,group,gender,age.months,Voice,Nasal,Fricative,Liquid_SV,Bilabials,Labiodentals,Alveolars,Palatals,Velars,Glottals,task,logrt,Length,Ortho_N,BG_Sum,BG_Mean,BG_Freq_By_Pos,TOWREW_skill,TOWRENW_skill,spoonerisms,OLD,PLD,Lg.UK.CDcount,brookesIMG,AoA_Kup_lem,regularity
77,538.8,1,swim,naming127,TDadult,Female,756,0,0,1,0,0,0,1,0,0,0,naming,2.731427587,4,6,1550,516.667,396,2.022222222,1.4,30,1.7,1.5,3.407050815,6.448275862,4.17,1
30,631.2,1,taste,naming127,TDadult,Female,756,0,0,0,0,0,0,1,0,0,0,naming,2.80016699,5,6,11289,2822.25,2087,2.022222222,1.4,30,1.6,1,3.892817824,4.379310345,4.26,0
20,611.8,1,test,naming127,TDadult,Female,756,0,0,0,0,0,0,1,0,0,0,naming,2.786609473,4,13,12449,4149.667,1575,2.022222222,1.4,30,1.25,1,4.050302404,5.068965517,6.26,1
98,1045.5,1,thaw,naming127,TDadult,Female,756,0,0,1,0,0,0,0,0,0,0,naming,3.019324037,4,4,2694,898,733,2.022222222,1.4,30,1.75,1.4,2.506505032,3.517241379,8.11,0
79,531,1,thump,naming127,TDadult,Female,756,0,0,1,0,0,0,0,0,0,0,naming,2.725094521,5,3,3121,780.25,631,2.022222222,1.4,30,1.8,1.5,2.416640507,4.793103448,7.63,1
169,464.7,1,train,naming127,TDadult,Female,756,0,0,0,0,0,0,1,0,0,0,naming,2.667172672,5,6,12612,3153,2034,2.022222222,1.4,30,1.55,1.05,3.896526217,6.344827586,4,1
85,578.7,1,truth,naming127,TDadult,Female,756,0,0,0,0,0,0,1,0,0,0,naming,2.762453482,5,0,4617,1154.25,1148,2.022222222,1.4,30,1.9,1.7,3.963126441,2.931034483,4.42,0
134,498.6,1,want,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.697752274,4,12,7165,2388.333,1437,2.022222222,1.4,30,1.3,1.55,4.602428985,3.379310345,4.16,0
42,554.1,1,wasp,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.74358815,4,5,2945,981.667,899,2.022222222,1.4,30,1.65,1.95,2.423245874,5.931034483,5.58,0
81,584.8,1,wealth,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.767007364,6,1,7057,1411.4,1355,2.022222222,1.4,30,1.95,1.6,3.444200989,4.827586207,8.76,0
127,496.8,1,weave,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.696181587,5,3,4583,1145.75,1318,2.022222222,1.4,30,1.75,1.2,2.782472624,5.103448276,9.89,1
56,592.8,1,went,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.772908195,4,15,7318,2439.333,1146,2.022222222,1.4,30,1.2,1.1,4.468037009,2.482758621,3.37,1
24,660,1,whisk,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.819543936,5,0,4303,1075.75,754,2.022222222,1.4,30,1.95,1.85,2.831229694,5.689655172,8.72,1
29,614,1,wide,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.788168371,4,13,3915,1305,775,2.022222222,1.4,30,1.25,1,3.859138297,4.137931034,5.84,1
150,576.7,1,width,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.760949951,5,0,2653,663.25,701,2.022222222,1.4,30,1.9,1.75,2.810904281,3.586206897,8.78,1
58,682,1,wife,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.833784375,4,9,1542,514,465,2.022222222,1.4,30,1.55,1.5,4.089657882,5.482758621,5.67,1
147,620.2,1,will,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.792531762,4,16,3517,1172.333,1137,2.022222222,1.4,30,1,1,4.625024198,2.724137931,7.53,1
170,547.3,1,with,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.738225448,4,3,3968,1322.667,734,2.022222222,1.4,30,1.7,1.45,4.641047539,2.206896552,4.441998,0
135,711.9,1,wolf,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.852418993,4,2,1737,579,691,2.022222222,1.4,30,1.9,1.85,3.043362278,6.379310345,4.5,0
123,520.4,1,worm,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.716337288,4,9,3675,1225,1103,2.022222222,1.4,30,1.45,1.45,2.858537198,6.24137931,3.89,0
154,554.4,1,worse,naming127,TDadult,Female,756,1,0,0,0,0,0,0,0,1,0,naming,2.743823222,5,4,6592,1648,1501,2.022222222,1.4,30,1.7,1.3,4.094610863,1.965517241,2.79,0
53,621.2,1,yawn,naming127,TDadult,Female,756,0,0,0,1,0,0,0,1,0,0,naming,2.793231447,4,7,505,168.333,156,2.022222222,1.4,30,1.65,1.3,2.359835482,6.413793103,5.3,0
151,509.7,1,yet,naming127,TDadult,Female,756,0,0,0,1,0,0,0,1,0,0,naming,2.707314634,3,13,1536,768,405,2.022222222,1.4,30,1.25,1.25,4.398287305,1.793103448,6.95705,1
117,690.7,1,act,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.839289456,3,5,2603,1301.5,258,2.340909091,1.355555556,28,1.5,1,4.034066679,4,6.42,1
168,625.4,1,ask,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.796157877,3,4,1678,839,207,2.340909091,1.355555556,28,1.5,1.55,4.358144325,3.275862069,2.89,0
162,664.4,1,both,naming128,TDadult,Female,696,1,0,0,0,1,0,0,0,0,0,naming,2.822429624,4,4,2992,997.333,860,2.340909091,1.355555556,28,1.65,1.25,4.437179582,2.413793103,4.772365,0
23,889.4,1,box,naming128,TDadult,Female,696,1,0,0,0,1,0,0,0,0,0,naming,2.949097125,3,10,860,430,380,2.340909091,1.355555556,28,1.4,1.05,4.051846838,6.034482759,4.3,1
81,645.8,1,broad,naming128,TDadult,Female,696,1,0,0,0,1,0,0,0,0,0,naming,2.810098041,5,2,4189,1047.25,1348,2.340909091,1.355555556,28,1.7,1.35,3.390935107,2.931034483,10.5,0
71,610.7,1,bronze,naming128,TDadult,Female,696,1,0,0,0,1,0,0,0,0,0,naming,2.78582792,6,0,7848,1569.6,1397,2.340909091,1.355555556,28,2.05,1.85,3.246005904,5.344827586,10,1
93,735.2,1,calf,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.866405498,4,3,4968,1656,1239,2.340909091,1.355555556,28,1.85,1.1,2.819543936,5.724137931,6.63,0
98,697.7,1,can,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.843668723,3,15,5286,2643,1371,2.340909091,1.355555556,28,1,1,4.63597607,5.24137931,4.32,1
139,623.9,1,care,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.795114986,4,24,9310,3103.333,2195,2.340909091,1.355555556,28,1,1,4.227783901,4.24137931,5.65,0
80,672,1,carve,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.827369273,5,3,6886,1721.5,2072,2.340909091,1.355555556,28,1.65,1.6,2.773786445,4.034482759,6.35,1
164,626.5,1,chance,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.796921075,6,2,9175,1835,1687,2.340909091,1.355555556,28,1.75,1.7,4.363442741,2.75862069,7.78,0
114,727.2,1,cheat,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.86165387,5,4,9262,2315.5,1502,2.340909091,1.355555556,28,1.7,1.45,3.048441804,3.344827586,5.11,1
166,765.5,1,cheer,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.883945195,5,3,10298,2574.5,2421,2.340909091,1.355555556,28,1.75,1.2,3.499687083,4.862068966,5,0
108,777.2,1,chew,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.890532792,4,4,3575,1191.667,850,2.340909091,1.355555556,28,1.75,1.5,3.003460532,5.068965517,4.05,1
154,614.4,1,child,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.788451207,5,3,4364,1091,1170,2.340909091,1.355555556,28,1.85,1.85,4.058312121,6.068965517,5.14536,0
49,717,1,choice,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.855519156,6,0,6985,1397,1328,2.340909091,1.355555556,28,1.95,2,4.095134467,2.827586207,5.17,1
105,659.1,1,chop,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.818951312,4,7,3462,1154,1000,2.340909091,1.355555556,28,1.45,1.4,3.283527365,5.24137931,6.74,1
88,801.5,1,chose,naming128,TDadult,Female,696,0,0,1,0,0,0,0,1,0,0,naming,2.903903527,5,6,5587,1396.75,1360,2.340909091,1.355555556,28,1.55,1.75,3.63748973,2.310344828,4.74,0
24,1079,1,class,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,3.033021445,5,8,5621,1405.25,1293,2.340909091,1.355555556,28,1.5,1.2,3.98583049,5.24137931,4.95,0
61,635.1,1,clean,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.802842113,5,3,9293,2323.25,1302,2.340909091,1.355555556,28,1.7,1.45,4.025756315,5.448275862,3.89,1
22,942.2,1,clerk,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.9741431,5,1,10427,2606.75,1097,2.340909091,1.355555556,28,1.9,1.8,2.705007959,4.551724138,6.74,0
151,545,1,club,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.736396502,4,1,1537,512.333,571,2.340909091,1.355555556,28,1.85,1.75,3.954435486,5.517241379,5.89,1
57,671.5,1,coast,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.827046017,5,3,7910,1977.5,2601,2.340909091,1.355555556,28,1.65,1.15,3.830075166,5.931034483,6.43,1
155,614.1,1,cod,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.788239097,3,16,3008,1504,1887,2.340909091,1.355555556,28,1,1,2.772321707,5.620689655,11.5,1
30,970.6,1,cold,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.987040287,4,12,4100,1366.667,2295,2.340909091,1.355555556,28,1.15,1,4.101678351,4.965517241,3.95,0
133,717.5,1,comb,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.855821905,4,5,4120,1373.333,2479,2.340909091,1.355555556,28,1.6,1,2.718501689,6.24137931,5.5,0
116,740,1,cook,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.86923172,4,11,3628,1209.333,2268,2.340909091,1.355555556,28,1.25,1.15,3.70018433,6.103448276,4.22,0
159,678.6,1,cope,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.831613855,4,17,4887,1629,2233,2.340909091,1.355555556,28,1,1,3.682776646,2.931034483,9.44,1
77,760.1,1,cost,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.880870733,4,9,6883,2294.333,2731,2.340909091,1.355555556,28,1.4,1.25,4.130848183,3.551724138,5.67,1
101,669.9,1,cough,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.826009978,5,6,4940,1235,2485,2.340909091,1.355555556,28,1.7,1.35,2.854306042,5.931034483,4.32,0
54,799.4,1,could,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.902764144,5,2,5512,1378,2434,2.340909091,1.355555556,28,1.85,1.4,4.616223371,2.137931034,4.32,0
16,990.2,1,deal,naming128,TDadult,Female,696,1,0,0,0,0,0,1,0,0,0,naming,2.995722922,4,16,7480,2493.333,1923,2.340909091,1.355555556,28,1.05,1,4.26883529,3.379310345,6,1
45,736.5,1,death,naming128,TDadult,Female,696,1,0,0,0,0,0,1,0,0,0,naming,2.867172751,5,1,9920,2480,2308,2.340909091,1.355555556,28,1.85,1.5,4.093631777,5.379310345,5.37,0
135,591.5,1,down,naming128,TDadult,Female,696,1,0,0,0,0,0,1,0,0,0,naming,2.771954749,4,4,1439,479.667,485,2.340909091,1.355555556,28,1.55,1.3,4.578730872,4.620689655,4.93222,1
44,740.2,1,draw,naming128,TDadult,Female,696,1,0,0,0,0,0,1,0,0,0,naming,2.869349081,4,5,3732,1244,1081,2.340909091,1.355555556,28,1.55,1.65,3.890253305,5.103448276,4.11,0
87,635.8,1,ease,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.803320524,4,6,5298,1766,777,2.340909091,1.355555556,28,1.4,1,3.457276186,1.965517241,9.11,0
51,610.2,1,eat,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.785472203,3,11,5996,2998,651,2.340909091,1.355555556,28,1,1,4.102982231,5.931034483,2.78,1
111,635.6,1,eye,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.803183889,3,8,418,209,70,2.340909091,1.355555556,28,1.45,1,4.174612142,6.75862069,3.75,0
64,477.4,1,face,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.678882415,4,11,3524,1174.667,824,2.340909091,1.355555556,28,1.2,1,4.375059754,6.206896552,3.75,1
121,754.9,1,fact,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.877889425,4,5,3031,1010.333,735,2.340909091,1.355555556,28,1.55,1.25,4.377306251,3.034482759,6.47,1
131,682,1,fade,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.833784375,4,11,4080,1360,803,2.340909091,1.355555556,28,1.35,1,2.972202838,3.827586207,6.95,1
40,745.7,1,faith,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.872564143,5,0,4847,1211.75,1118,2.340909091,1.355555556,28,1.95,1.4,3.651859269,3.172413793,7.62,1
97,660.7,1,fall,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.820004307,4,12,5109,1703,1365,2.340909091,1.355555556,28,1.3,1,4.103803721,4.689655172,4.71,0
145,627.2,1,FALSE,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.79740605,5,0,5938,1484.5,1245,2.340909091,1.355555556,28,2,1.75,3.493736802,3,6.72,0
67,524.4,1,far,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.719662683,3,16,3393,1696.5,1261,2.340909091,1.355555556,28,1,1.05,4.474726042,3.448275862,4.878935,0
120,741.8,1,farm,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.870286829,4,6,3976,1325.333,1478,2.340909091,1.355555556,28,1.55,1.6,3.663229635,5.896551724,3.85,1
128,638.3,1,fast,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.805024844,4,11,5445,1815,1437,2.340909091,1.355555556,28,1.3,1.05,4.129012793,4.862068966,3.738636,0
75,536.7,1,fault,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.729731595,5,2,2302,575.5,628,2.340909091,1.355555556,28,1.8,1.35,3.844290743,2.965517241,6.94,0
103,583.1,1,fear,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.765743041,4,12,5351,1783.667,1368,2.340909091,1.355555556,28,1.25,1,3.93166124,4.275862069,4.79,0
150,559.3,1,feel,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.747644819,4,9,3175,1058.333,551,2.340909091,1.355555556,28,1.4,1,4.479647279,3.862068966,5.11,1
163,519,1,from,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.715167358,4,2,3738,1246,1177,2.340909091,1.355555556,28,1.9,1.7,4.625528515,2.137931034,4.441998,1
78,546.6,1,front,naming128,TDadult,Female,696,0,0,1,0,0,1,0,0,0,0,naming,2.737669627,5,2,10145,2536.25,1569,2.340909091,1.355555556,28,1.8,1.75,4.338635752,3.75862069,5.187988,0
55,700.9,1,gain,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.84565606,4,9,8428,2809.333,939,2.340909091,1.355555556,28,1.35,1,3.507990725,2.827586207,7.11,1
32,579.9,1,get,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.763353109,3,14,2565,1282.5,520,2.340909091,1.355555556,28,1.2,1.05,4.625888384,2.448275862,3.17,0
142,696.5,1,give,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.842921121,4,7,3352,1117.333,586,2.340909091,1.355555556,28,1.5,1.65,4.550350672,3.75862069,4.28,0
26,833.5,1,glass,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.920905604,5,3,5478,1369.5,1112,2.340909091,1.355555556,28,1.75,1.5,3.852296966,6.172413793,4.47,0
14,925.4,1,gloom,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.966329495,5,2,4048,1012,799,2.340909091,1.355555556,28,1.8,1.45,2.862727528,4.034482759,9,1
28,813.9,1,good,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.910571048,4,8,1822,607.333,677,2.340909091,1.355555556,28,1.4,1.5,4.619416843,3.862068966,3.55,0
58,655.3,1,grace,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.816440168,5,8,6954,1738.5,1773,2.340909091,1.355555556,28,1.4,1,3.335858911,2.517241379,7.287417,1
59,546.8,1,grant,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.737828506,5,4,10359,2589.75,2000,2.340909091,1.355555556,28,1.7,1.55,3.457276186,3.034482759,12.008468,0
123,789.4,1,guard,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.897297122,5,0,4407,1101.75,801,2.340909091,1.355555556,28,1.95,1.25,3.458033192,5.586206897,6.25,1
56,643.8,1,guide,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,1,0,naming,2.808750972,5,3,4260,1065,761,2.340909091,1.355555556,28,1.75,1,3.635785236,4.379310345,7.11,1
94,621.5,1,halt,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.793441133,4,9,4580,1526.667,1078,2.340909091,1.355555556,28,1.4,1.3,3.172894698,3.724137931,8.11,0
138,549.1,1,hang,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.739651444,4,10,8547,2849,1439,2.340909091,1.355555556,28,1.4,1,4.066512278,5.206896552,6.68,1
84,510.9,1,hate,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.708335903,4,16,9721,3240.333,1602,2.340909091,1.355555556,28,1,1,3.894814329,3.689655172,5.53,1
148,485.6,1,have,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.686278678,4,12,3429,1143,891,2.340909091,1.355555556,28,1.2,1.1,4.64073975,2.931034483,3.72,0
109,668.5,1,head,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.825101412,4,13,4615,1538.333,1307,2.340909091,1.355555556,28,1.15,1,4.433433786,5.827586207,3.42,0
146,488.4,1,heat,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.688775655,4,11,7745,2581.667,1416,2.340909091,1.355555556,28,1.2,1,3.764848357,5.034482759,5.33,1
152,526.3,1,help,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.72123337,4,7,3566,1188.667,816,2.340909091,1.355555556,28,1.55,1.5,4.514228887,4.379310345,3.65,1
161,611.8,1,her,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.786609473,3,6,7911,3955.5,985,2.340909091,1.355555556,28,1.3,1.25,4.52928916,4.103448276,5.092075,0
112,572.7,1,his,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.757927183,3,6,3845,1922.5,976,2.340909091,1.355555556,28,1.4,1,4.596575105,4,3.685351,0
36,778.5,1,hit,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.891258617,3,15,3263,1631.5,397,2.340909091,1.355555556,28,1,1,4.265266048,5.827586207,4.75,1
52,599.7,1,house,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.777934049,5,5,6368,1592,1449,2.340909091,1.355555556,28,1.6,1.65,4.392098727,6.551724138,3.16,0
102,634.6,1,hurt,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,0,1,naming,2.802500068,4,5,2647,882.333,922,2.340909091,1.355555556,28,1.65,1.2,3.894149847,5,4,1
11,944.4,1,ice,naming128,TDadult,Female,696,1,0,0,0,0,0,0,0,0,0,naming,2.975155978,3,4,3939,1969.5,73,2.340909091,1.355555556,28,1.45,1,3.818489822,5.965517241,3.86,1
20,814.8,1,job,naming128,TDadult,Female,696,1,0,0,0,0,0,0,1,0,0,naming,2.91105102,3,14,503,251.5,220,2.340909091,1.355555556,28,1.2,1.45,4.412913926,4.724137931,5.39,0
72,596.9,1,join,naming128,TDadult,Female,696,1,0,0,0,0,0,0,1,0,0,naming,2.775901579,4,3,7389,2463,642,2.340909091,1.355555556,28,1.75,1.6,4.178861887,4,5.83,1
115,783,1,keep,naming128,TDadult,Female,696,0,0,0,0,0,0,0,0,1,0,naming,2.893761762,4,9,2442,814,395,2.340909091,1.355555556,28,1.5,1,4.509847434,2.689655172,4.42,1
46,608.2,1,land,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.784046416,4,11,7264,2421.333,1468,2.340909091,1.355555556,28,1.2,1,4.087035665,5.482758621,5.22,1
17,838.6,1,large,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.923554858,5,2,6501,1625.25,1665,2.340909091,1.355555556,28,1.85,1.8,4.147892645,4.448275862,5.74,1
89,602.1,1,lark,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.779668627,4,9,5254,1751.333,1406,2.340909091,1.355555556,28,1.4,1.4,2.672097858,3.551724138,11.82,1
110,625.3,1,last,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.796088429,4,14,7036,2345.333,1462,2.340909091,1.355555556,28,1.15,1,4.56877649,3.413793103,4.346085,0
118,639.4,1,laugh,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.805772632,5,0,3279,819.75,709,2.340909091,1.355555556,28,1.95,1.05,3.879325301,6,3.79,0
157,610.8,1,learn,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.785899028,5,1,8669,2167.25,1512,2.340909091,1.355555556,28,1.8,1.5,4.084003991,3.75862069,4.44,0
35,773.7,1,less,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.888572597,4,8,9476,3158.667,1000,2.340909091,1.355555556,28,1.55,1.15,4.305114808,2.793103448,3.95,1
68,520.3,1,long,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.716253826,4,7,9994,3331.333,1705,2.340909091,1.355555556,28,1.5,1.2,4.544477329,4.482758621,4.239515,1
31,864.9,1,look,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.936965897,4,11,2624,874.667,807,2.340909091,1.355555556,28,1.4,1.1,4.609818435,4.482758621,4.05,0
91,569.2,1,love,naming128,TDadult,Female,696,1,0,0,1,0,0,1,0,0,0,naming,2.755264891,4,12,3911,1303.667,758,2.340909091,1.355555556,28,1.15,1.35,4.46170857,5,5.17,0
33,781.9,1,man,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.893151213,3,16,5163,2581.5,1372,2.340909091,1.355555556,28,1,1,4.489283323,6.275862069,3.11,1
129,592.1,1,match,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.772395061,5,8,7617,1904.25,1681,2.340909091,1.355555556,28,1.55,1.3,3.970160843,4.892857143,5.72,1
25,722,1,mend,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.858537198,4,11,7319,2439.667,1364,2.340909091,1.355555556,28,1.3,1.2,2.876794976,4.862068966,9.11,1
66,529.3,1,monk,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.723701894,4,5,5856,1952,1644,2.340909091,1.355555556,28,1.7,1.4,2.649334859,5.517241379,10.29,0
96,722.1,1,month,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.858597345,5,2,9911,2477.75,2268,2.340909091,1.355555556,28,1.8,1.9,4.096979495,3.310344828,5.79,0
124,643.2,1,mood,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.808346036,4,9,2425,808.333,971,2.340909091,1.355555556,28,1.35,1,3.684755622,3.689655172,6.58,1
50,774.8,1,mould,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.889189612,5,3,4003,1000.75,1141,2.340909091,1.355555556,28,1.8,1,3.102776615,5.068965517,11.33,0
126,583.7,1,move,naming128,TDadult,Female,696,1,1,0,0,1,0,0,0,0,0,naming,2.766189693,4,9,3406,1135.333,926,2.340909091,1.355555556,28,1.35,1.4,4.3887227,4.655172414,4.62,0
125,707.6,1,noise,naming128,TDadult,Female,696,1,1,0,0,0,0,0,0,0,0,naming,2.849787824,5,4,5939,1484.75,950,2.340909091,1.355555556,28,1.7,1.7,3.789651209,4.24137931,4.5,0
39,827.4,1,nor,naming128,TDadult,Female,696,1,1,0,0,0,0,0,0,0,0,naming,2.917715517,3,5,3553,1776.5,971,2.340909091,1.355555556,28,1.6,1,3.589837943,2,8.608885,0
48,659,1,now,naming128,TDadult,Female,696,1,1,0,0,0,0,0,0,0,0,naming,2.818885415,3,15,1485,742.5,431,2.340909091,1.355555556,28,1.05,1.15,4.634598171,3.310344828,5.25193,1
76,579.9,1,nurse,naming128,TDadult,Female,696,1,1,0,0,0,0,0,0,0,0,naming,2.763353109,5,3,5125,1281.25,1133,2.340909091,1.355555556,28,1.8,1.65,3.45909079,6.206896552,5.84,1
69,575.5,1,part,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.760045328,4,14,5066,1688.667,1908,2.340909091,1.355555556,28,1,1.05,4.479287316,3,5.11,1
136,585,1,pink,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.767155866,4,14,8002,2667.333,901,2.340909091,1.355555556,28,1.15,1.15,3.66133934,6.655172414,3.8,1
62,968.1,1,pint,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.98592022,4,10,10734,3578,1222,2.340909091,1.355555556,28,1.15,1.7,3.261500773,5.965517241,8.37,0
13,857.9,1,plant,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.933436668,5,4,9297,2324.25,1590,2.340909091,1.355555556,28,1.55,1.6,3.689752696,6.172413793,3.95,0
122,776.5,1,plus,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.89014146,4,2,2826,942,621,2.340909091,1.355555556,28,1.75,1.65,3.876564214,3.379310345,6.370915,1
141,638.7,1,posh,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.805296916,4,9,3215,1071.667,822,2.340909091,1.355555556,28,1.55,1.4,3.396896449,4.586206897,11.88,1
147,614.6,1,pure,naming128,TDadult,Female,696,0,0,0,0,1,0,0,0,0,0,naming,2.788592556,4,9,6292,2097.333,1204,2.340909091,1.355555556,28,1.4,1.75,3.534280005,3.172413793,7.95,0
